probename,Probability,foldchange,Representative.Public.ID,UniGene.ID,Gene.Title,Gene.Symbol,,,,
1448067_at,0.999999999,2.316704005,BF146656,Mm.10034,expressed sequence AW011956,AW011956,,,,
1424119_at,0.999999998,2.315645877,BC016398,Mm.200912,"protein kinase, AMP-activated, beta 1 non-catalytic subunit",Prkab1,,,,
1421654_a_at,0.999999999,2.315153448,NM_019390,Mm.243014,lamin A,Lmna,,,,
1427005_at,0.999999999,2.315036497,BM234765,Mm.380,polo-like kinase 2 (Drosophila),Plk2,,,,
1418191_at,0.999999999,2.311175705,NM_011909,Mm.326911,ubiquitin specific protease 18,Usp18,,,,
1416926_at,0.999999998,2.310804991,AW495711,Mm.28708,transformation related protein 53 inducible nuclear protein 1,Trp53inp1,,,,
1434751_at,0.999999999,2.310049007,BB493523,Mm.233083,iduronate 2-sulfatase,Ids,,,,
1424801_at,0.999999999,2.308203063,BQ044016,Mm.87759,enabled homolog (Drosophila),Enah,,,,
1431012_a_at,0.999999996,2.307196559,AK009478,Mm.28883,"peroxisomal delta3, delta2-enoyl-Coenzyme A isomerase",Peci,,,,
1417168_a_at,0.999999999,2.306674067,AI553394,Mm.272770,ubiquitin specific protease 2,Usp2,,,,
1421942_s_at,0.999999999,2.306422324,M92420,Mm.137222,transforming growth factor alpha,Tgfa,,,,
1456321_at,0.999999999,2.306200625,AI503879,Mm.38884,RIKEN cDNA 3830408G10 gene,3830408G10Rik,,,,
1435577_at,0.999999999,2.305862897,BB429377,Mm.289682,disabled homolog 1 (Drosophila),Dab1,,,,
1436759_x_at,0.999999997,2.303742989,AV172168,Mm.275555,"calponin 3, acidic",Cnn3,,,,
1432332_a_at,0.999999998,2.303173468,AK008430,Mm.358820,nudix (nucleoside diphosphate linked moiety X)-type motif 19,Nudt19,,,,
1433581_at,0.999999998,2.301152761,AV309085,Mm.258746,RIKEN cDNA 1190002N15 gene,1190002N15Rik,,,,
1427884_at,0.999999999,2.300326304,AW550625,Mm.249555,"procollagen, type III, alpha 1",Col3a1,,,,
1451809_s_at,0.999999999,2.298958643,AF439556,Mm.263163,RWD domain containing 3,Rwdd3,,,,
1429520_a_at,0.999999999,2.297676632,BE573407,Mm.334041,"phytoceramidase, alkaline",Phca,,,,
1416076_at,0.999999999,2.297630689,NM_007629,Mm.260114,"cyclin B1, related sequence 1 /// cyclin B1 /// similar to G2/mitotic-specific cyclin B1 /// similar to G2/mitotic-specific cyclin B1",Ccnb1-rs1 /// Ccnb1 /// LOC434175 /// LOC545021,,,,
1417408_at,0.999999999,2.296765752,BC024886,Mm.273188,coagulation factor III,F3,,,,
1449029_at,0.999999998,2.296186492,NM_021462,Mm.42126,MAP kinase-interacting serine/threonine kinase 2,Mknk2,,,,
1447854_s_at,0.999999999,2.29326145,AV127319,Mm.358956,"histone 2, H2be",Hist2h2be,,,,
1420697_at,0.999999999,2.291916581,NM_023044,Mm.218870,"solute carrier family 15, member 3",Slc15a3,,,,
1437327_x_at,0.999999999,2.291859813,BB251327,Mm.11311,RIKEN cDNA 2310057D15 gene,2310057D15Rik,,,,
1417149_at,0.999999999,2.291562956,NM_011031,Mm.3705,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide",P4ha2,,,,
1418334_at,0.999999999,2.291207706,NM_013726,Mm.292470,expressed sequence AA545217,AA545217,,,,
1435077_at,0.999999999,2.290811657,BE956516,Mm.330677,additional sex combs like 1 (Drosophila),Asxl1,,,,
1434301_at,0.999999999,2.290516047,BE303700,Mm.230853,RIKEN cDNA D330050I23 gene,D330050I23Rik,,,,
1432361_a_at,0.999999998,2.289747314,AK014919,Mm.342741,RIKEN cDNA 1700022C02 gene,1700022C02Rik,,,,
1416009_at,0.999999997,2.287698823,NM_019793,Mm.28484,tetraspanin 3,Tspan3,,,,
1423470_at,0.999999999,2.285745207,BB076855,Mm.29966,polypyrimidine tract binding protein 2,Ptbp2,,,,
1450084_s_at,0.999999996,2.283221124,NM_054102,Mm.33764,influenza virus NS1A binding protein,Ivns1abp,,,,
1456643_at,0.999999999,2.283110801,BB043558,Mm.259276,RIKEN cDNA 9230114K14 gene,9230114K14Rik,,,,
1456163_at,0.999999998,2.280327396,AV127670,Mm.31278,RIKEN cDNA 2700049P18 gene,2700049P18Rik,,,,
1434598_at,0.99999999,2.278397141,BM200204,Mm.234944,"La ribonucleoprotein domain family, member 5",Larp5,,,,
1449401_at,0.999999989,2.278100936,NM_007574,Mm.3453,"complement component 1, q subcomponent, gamma polypeptide",C1qg,,,,
1427271_at,0.999999998,2.277216202,BC027138,Mm.239355,BTB (POZ) domain containing 15,Btbd15,,,,
1428384_at,0.999999993,2.276081157,AK003950,Mm.273986,"DNA segment, Chr 4, Brigham & Women's Genetics 0951 expressed",D4Bwg0951e,,,,
1421870_at,0.999999992,2.274925699,NM_020267,Mm.315002,tripartite motif-containing 44,Trim44,,,,
1437611_x_at,0.999999997,2.27417658,BB104669,Mm.247651,kinesin family member 2C,Kif2c,,,,
1439514_at,0.999999998,2.272915392,BB277834,---,hypothetical gene supported by AK044329,LOC433403,,,,
1437983_at,0.999999998,2.272881122,BB739342,---,---,---,,,,
1456112_at,0.999999996,2.272826949,AW554765,Mm.174256,translocated promoter region,Tpr,,,,
1421237_at,0.999999998,2.272507348,NM_011605,Mm.159684,thymopoietin,Tmpo,,,,
1434058_at,0.999999998,2.270210785,BB667459,Mm.54460,phosphatidylinositol-3-phosphatase associated protein,Pip3ap,,,,
1425771_at,0.999999986,2.27005072,BC018333,Mm.262635,"aldo-keto reductase family 1, member D1",Akr1d1,,,,
1420653_at,0.999999998,2.270017822,NM_011577,Mm.248380,"transforming growth factor, beta 1",Tgfb1,,,,
1452331_s_at,0.999999998,2.269722262,BC021511,Mm.274314,RIKEN cDNA 4732486I23 gene,4732486I23Rik,,,,
1426778_at,0.999999989,2.269188852,BG094386,Mm.7524,dystroglycan 1,Dag1,,,,
1417063_at,0.99999999,2.269099044,NM_009777,Mm.2570,"complement component 1, q subcomponent, beta polypeptide",C1qb,,,,
1436212_at,0.999999998,2.268519935,AV173260,Mm.132299,expressed sequence AI661017,AI661017,,,,
1437171_x_at,0.999999998,2.267829658,AV025667,Mm.21109,gelsolin,Gsn,,,,
1416950_at,0.999999998,2.266063423,NM_134131,Mm.27740,"tumor necrosis factor, alpha-induced protein 8",Tnfaip8,,,,
1428097_at,0.999999997,2.266017878,AK010940,Mm.131606,RIKEN cDNA 2510009E07 gene,2510009E07Rik,,,,
1452787_a_at,0.999999997,2.265635716,AK020120,Mm.27545,heterogeneous nuclear ribonucleoproteins methyltransferase-like 2 (S. cerevisiae),Hrmt1l2,,,,
1460220_a_at,0.999999996,2.264613746,BM233698,Mm.795,colony stimulating factor 1 (macrophage),Csf1,,,,
1425475_at,0.999999998,2.264494741,BM250666,Mm.286892,"procollagen, type IV, alpha 5",Col4a5,,,,
1417308_at,0.999999997,2.264231794,NM_011099,Mm.216135,"pyruvate kinase, muscle",Pkm2,,,,
1424230_at,0.999999998,2.26250342,BC026859,Mm.24865,SEC15-like 1 (S. cerevisiae),Sec15l1,,,,
1421425_a_at,0.999999998,2.261148595,NM_030598,Mm.251242,Down syndrome critical region gene 1-like 1,Dscr1l1,,,,
1450792_at,0.99999999,2.259416095,NM_011662,Mm.46301,TYRO protein tyrosine kinase binding protein,Tyrobp,,,,
1426863_at,0.999999998,2.259143015,BM123721,Mm.28275,"RNA binding motif protein, X chromosome",Rbmx,,,,
1430038_at,0.999999998,2.258960848,AK017831,Mm.341742,gephyrin,Gphn,,,,
1427619_a_at,0.999999997,2.258249812,BC024909,Mm.290429,SH3 domain and tetratricopeptide repeats 1,Sh3tc1,,,,
1416052_at,0.99999999,2.257589628,AK011304,Mm.287178,phosphoribosyl pyrophosphate synthetase 1,Prps1,,,,
1417496_at,0.999999953,2.256267362,BB332449,Mm.13787,ceruloplasmin,Cp,,,,
1456028_x_at,0.999999995,2.255765081,BB454540,Mm.30059,Myristoylated alanine rich protein kinase C substrate,Marcks,,,,
1434998_at,0.999999995,2.254923112,AV222277,Mm.207619,IQ motif containing GTPase activating protein 1,Iqgap1,,,,
1454742_at,0.999999996,2.254857476,BB003229,Mm.259074,"RasGEF domain family, member 1B",Rasgef1b,,,,
1448113_at,0.999999997,2.253742923,BC010581,Mm.271947,stathmin 1,Stmn1,,,,
1433537_at,0.999999994,2.253595856,AV112912,---,RIKEN cDNA 4833408C14 gene,4833408C14Rik,,,,
1416268_at,0.999999994,2.252799379,BC005486,Mm.290207,"E26 avian leukemia oncogene 2, 3' domain",Ets2,,,,
1436539_at,0.999999995,2.252469684,BQ266254,Mm.244078,calmin,Clmn,,,,
1421551_s_at,0.999999997,2.252453927,NM_011940,Mm.218770,interferon activated gene 202B,Ifi202b,,,,
1426401_at,0.999999994,2.252358851,BQ173889,Mm.331389,"protein phosphatase 3, catalytic subunit, alpha isoform",Ppp3ca,,,,
1450678_at,0.999999996,2.251453041,NM_008404,Mm.1137,integrin beta 2,Itgb2,,,,
1428373_at,0.999999996,2.250315319,AK005166,Mm.276336,RIKEN cDNA 1500005N04 gene,1500005N04Rik,,,,
1432472_a_at,0.999999991,2.249736363,AK019760,Mm.137327,methylcrotonoyl-Coenzyme A carboxylase 2 (beta),Mccc2,,,,
1452056_s_at,0.999999992,2.241927714,BQ173889,Mm.331389,"protein phosphatase 3, catalytic subunit, alpha isoform",Ppp3ca,,,,
1460180_at,0.999999993,2.24145876,NM_010422,Mm.27816,hexosaminidase B,Hexb,,,,
1437234_x_at,0.999999996,2.241160943,BB357347,Mm.32020,Heterogeneous nuclear ribonucleoprotein methyltransferase-like 1 (S. cerevisiae),Hrmt1l1,,,,
1448950_at,0.999999985,2.24047959,NM_008362,Mm.896,"interleukin 1 receptor, type I",Il1r1,,,,
1437869_at,0.999999992,2.239633152,BF140684,Mm.335386,RIKEN cDNA 3222402P14 gene,3222402P14Rik,,,,
1416532_at,0.999999993,2.238130395,NM_133901,Mm.273570,transformation/transcription domain-associated protein,Trrap,,,,
1460672_at,0.999999996,2.23784943,BC016099,Mm.274492,RIKEN cDNA 2410002F23 gene,2410002F23Rik,,,,
1434597_at,0.999999971,2.236924473,BM200204,Mm.234944,"La ribonucleoprotein domain family, member 5",Larp5,,,,
1421814_at,0.999999983,2.236078334,NM_010833,---,---,---,,,,
1424544_at,0.999999992,2.235765463,BC012437,Mm.322708,nuclear receptor binding protein 2,Nrbp2,,,,
1453622_s_at,0.999999994,2.23569702,AK008707,Mm.288898,myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila),Mllt3,,,,
1435080_x_at,0.999999996,2.235008375,BB767442,Mm.100117,RIKEN cDNA 5730406M06 gene,5730406M06Rik,,,,
1451935_a_at,0.999999956,2.234316947,AF099020,Mm.295230,"serine protease inhibitor, Kunitz type 2",Spint2,,,,
1436750_a_at,0.999999983,2.234171581,AV213379,Mm.13445,3-oxoacid CoA transferase 1,Oxct1,,,,
1421276_a_at,0.999999995,2.233738029,NM_134448,Mm.336625,dystonin,Dst,,,,
1456196_x_at,0.999999982,2.233578186,AV038603,Mm.278458,FK506 binding protein 1a,Fkbp1a,,,,
1420961_a_at,0.999999995,2.232913922,NM_028582,Mm.33764,influenza virus NS1A binding protein,Ivns1abp,,,,
1433711_s_at,0.99999999,2.231771823,BG076140,Mm.139418,Sestrin 1,Sesn1,,,,
1427161_at,0.999999995,2.231557303,BE848253,Mm.129746,centromere autoantigen F,Cenpf,,,,
1460732_a_at,0.999999989,2.231531214,AF126834,Mm.266875,periplakin,Ppl,,,,
1436540_at,0.999999994,2.231088464,BQ031149,Mm.26586,"DNA segment, Chr 10, Brigham & Women's Genetics 1379 expressed",D10Bwg1379e,,,,
1455425_at,0.999999994,2.228593245,BG071655,Mm.17774,expressed sequence BB001228,BB001228,,,,
1450933_at,0.999999995,2.226155061,BG070255,Mm.296814,phosphodiesterase 7A,Pde7a,,,,
1416299_at,0.999999994,2.226050794,NM_011369,Mm.37801,Shc SH2-domain binding protein 1,Shcbp1,,,,
1435930_at,0.999999991,2.225460632,BQ175997,Mm.86588,zinc finger protein 291,Zfp291,,,,
1429205_at,0.999999994,2.225420828,AK011386,Mm.288898,myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila),Mllt3,,,,
1431146_a_at,0.999999993,2.225032795,AK004559,Mm.290991,copine VIII,Cpne8,,,,
1428357_at,0.999999991,2.224232507,AK011462,Mm.5727,RIKEN cDNA 2610019F03 gene,2610019F03Rik,,,,
1420609_at,0.999999986,2.224230714,NM_020575,Mm.260635,membrane-associated ring finger (C3HC4) 7,7-Mar,,,,
1438118_x_at,0.999999991,2.223732237,AV147875,Mm.268000,vimentin,Vim,,,,
1455940_x_at,0.99999999,2.223370299,BB453609,Mm.335454,WD repeat domain 6,Wdr6,,,,
1455505_at,0.999999994,2.222908903,AI840824,Mm.324310,Transcribed locus,---,,,,
1438368_a_at,0.999999962,2.22099145,BB390675,Mm.215034,matrin 3,Matr3,,,,
1424251_a_at,0.999999958,2.219751201,BC021374,Mm.195310,heterogeneous nuclear ribonucleoprotein D-like,Hnrpdl,,,,
1455333_at,0.99999998,2.219379166,AI315031,Mm.337820,tensin 3,Tns3,,,,
1435448_at,0.999999988,2.21870193,BM120925,Mm.141083,BCL2-like 11 (apoptosis facilitator),Bcl2l11,,,,
1439489_at,0.999999993,2.218546852,AV025152,Mm.35288,G protein-coupled receptor 120,Gpr120,,,,
1452090_a_at,0.999999987,2.218064888,BB667895,Mm.54183,olfactomedin 3,Olfm3,,,,
1425103_at,0.999999988,2.217275759,AB053181,Mm.13451,angiotensin I converting enzyme (peptidyl-dipeptidase A) 2,Ace2,,,,
1429678_at,0.99999999,2.217162783,AK017758,Mm.317049,RIKEN cDNA 5730508B09 gene,5730508B09Rik,,,,
1438397_a_at,0.999999993,2.21563565,BB203348,Mm.153895,"RNA-binding region (RNP1, RRM) containing 2",Rnpc2,,,,
1438097_at,0.999999992,2.214880724,BG066967,Mm.37632,"RAB20, member RAS oncogene family",Rab20,,,,
1423532_at,0.999999977,2.214804329,AI850285,Mm.25366,ring finger protein 44,Rnf44,,,,
1422490_at,0.999999983,2.214230946,AV144704,Mm.159777,"BCL2/adenovirus E1B 19kDa-interacting protein 1, NIP2",Bnip2,,,,
AFFX-PyruCarbMur/L09192_3_at,0.99999993,2.213730604,AFFX-PyruCarbMur/L09192_3,Mm.1845,pyruvate carboxylase,Pcx,,,,
1434944_at,0.99999999,2.21298367,AW108486,Mm.6529,dystrophia myotonica-protein kinase,Dmpk,,,,
1438320_s_at,0.999999979,2.212921122,BB464359,Mm.241714,minichromosome maintenance deficient 7 (S. cerevisiae),Mcm7,,,,
1434798_at,0.999999989,2.212461385,BB769890,Mm.19298,"ATPase, H+ transporting, V0 subunit D, isoform 2",Atp6v0d2,,,,
1417376_a_at,0.999999989,2.211872426,NM_018770,Mm.234832,"immunoglobulin superfamily, member 4A",Igsf4a,,,,
1437247_at,0.999999991,2.210417431,BM245170,Mm.24684,fos-like antigen 2,Fosl2,,,,
1421223_a_at,0.999999965,2.210361092,NM_013471,Mm.259702,annexin A4,Anxa4,,,,
1436098_at,0.999999948,2.20839078,BB667452,Mm.355633,Transcribed locus,---,,,,
1433776_at,0.999999984,2.207495376,AV149705,Mm.118617,lipoma HMGIC fusion partner,Lhfp,,,,
1451210_at,0.999999956,2.207481287,BC010332,Mm.28873,phosphatidic acid phosphatase type 2c,Ppap2c,,,,
1416165_at,0.999999987,2.20715029,NM_133685,Mm.29274,"RAB31, member RAS oncogene family",Rab31,,,,
1441891_x_at,0.999999989,2.206599814,BB338945,Mm.286127,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",Elovl7,,,,
1433754_at,0.999999977,2.206575344,BI649713,Mm.238266,muscleblind-like 2,Mbnl2,,,,
1456739_x_at,0.999999991,2.206029855,BB392869,Mm.285969,"armadillo repeat containing, X-linked 2",Armcx2,,,,
1438459_x_at,0.99999999,2.205882187,BF224766,Mm.257276,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),Sfpq,,,,
1437478_s_at,0.999999914,2.205356025,AA409309,Mm.17917,EF hand domain containing 2,Efhd2,,,,
1423799_at,0.999999945,2.203972282,BI693609,Mm.13886,"suppressor of initiator codon mutations, related sequence 1 (S. cerevisiae)",Sui1-rs1,,,,
1451893_s_at,0.99999999,2.203723583,AF027503,Mm.217216,"membrane associated guanylate kinase, WW and PDZ domain containing 1",Magi1,,,,
1449738_s_at,0.999999986,2.203188619,C80158,Mm.29253,Exosome component 8,Exosc8,,,,
1447849_s_at,0.999999985,2.202302277,AV323441,---,---,---,,,,
1417947_at,0.999999942,2.202257943,BC010343,Mm.7141,proliferating cell nuclear antigen,Pcna,,,,
1420953_at,0.999999978,2.20159224,BF140063,Mm.289106,adducin 1 (alpha),Add1,,,,
1423439_at,0.999999866,2.199939232,AW106963,Mm.266867,"phosphoenolpyruvate carboxykinase 1, cytosolic",Pck1,,,,
1433495_at,0.99999996,2.198206715,AV122321,Mm.273836,glycosyltransferase 25 domain containing 1,Glt25d1,,,,
1453181_x_at,0.999999983,2.197476137,BF319989,Mm.14627,phospholipid scramblase 1,Plscr1,,,,
1452944_at,0.999999937,2.195784961,AK004030,Mm.300628,synaptogyrin 2,Syngr2,,,,
1427386_at,0.999999986,2.195546781,BB235768,Mm.38481,Rho guanine nucleotide exchange factor (GEF) 16,Arhgef16,,,,
1416901_at,0.999999916,2.195480156,BC007190,Mm.282556,Niemann Pick type C2,Npc2,,,,
1429383_at,0.999999982,2.195242727,BM195380,Mm.235240,"casein kinase 1, gamma 3",Csnk1g3,,,,
1454714_x_at,0.999999977,2.194874473,AA561726,Mm.16898,3-phosphoglycerate dehydrogenase /// similar to 3-phosphoglycerate dehydrogenase,Phgdh /// LOC546010,,,,
1425810_a_at,0.999999982,2.19378922,BF124540,Mm.196484,cysteine and glycine-rich protein 1,Csrp1,,,,
1434228_at,0.999999987,2.193195327,AV255921,Mm.331489,"protein phosphatase 2C, magnesium dependent, catalytic subunit",Ppm2c,,,,
1417693_a_at,0.999999969,2.192920974,NM_021356,Mm.277409,growth factor receptor bound protein 2-associated protein 1,Gab1,,,,
1455121_at,0.999999981,2.191062936,BB553784,Mm.13144,RIKEN cDNA A630025C20 gene,A630025C20Rik,,,,
1436714_at,0.999999936,2.19035222,BB297498,Mm.209385,LIM domain containing preferred translocation partner in lipoma,Lpp,,,,
1424531_a_at,0.999999968,2.188403384,BC010807,Mm.112,"transcription elongation factor A (SII), 3",Tcea3,,,,
1448978_at,0.999999975,2.185863754,NM_019867,Mm.143717,neuronal guanine nucleotide exchange factor,Ngef,,,,
1427172_at,0.999999968,2.185427392,AJ278702,Mm.247480,oral-facial-digital syndrome 1 gene homolog (human),Ofd1,,,,
1437101_at,0.999999985,2.185282828,AV271979,Mm.347899,large tumor suppressor 2,Lats2,,,,
1429065_at,0.999999985,2.185120984,AK006283,Mm.252843,RIKEN cDNA 1200009F10 gene,1200009F10Rik,,,,
1416800_at,0.999999967,2.183939473,AV320241,Mm.244705,"transient receptor potential cation channel, subfamily M, member 7",Trpm7,,,,
1418231_at,0.999999979,2.183223649,BC005621,Mm.57734,LIM and senescent cell antigen-like domains 1,Lims1,,,,
1429491_s_at,0.99999998,2.182288362,AK018316,Mm.254530,Rap1 interacting factor 1 homolog (yeast),Rif1,,,,
1443870_at,0.999999982,2.180701892,BB291885,---,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4",Abcc4,,,,
1450759_at,0.999999978,2.179612127,NM_007556,Mm.374781,bone morphogenetic protein 6,Bmp6,,,,
1421182_at,0.999999954,2.17939635,NM_019985,Mm.30700,"C-type lectin domain family 1, member b",Clec1b,,,,
1448265_x_at,0.99999996,2.174849761,BC015076,Mm.33240,epithelial V-like antigen 1,Eva1,,,,
1420906_at,0.999999977,2.17466973,BB398671,Mm.218637,CD2-associated protein,Cd2ap,,,,
1415874_at,0.999999967,2.174011938,NM_011896,Mm.330986,sprouty homolog 1 (Drosophila),Spry1,,,,
1433428_x_at,0.999999863,2.173297044,AW321975,Mm.330731,"transglutaminase 2, C polypeptide",Tgm2,,,,
1445475_at,0.999999975,2.173260867,BB003750,Mm.241857,p21 (CDKN1A)-activated kinase 6,Pak6,,,,
1455314_at,0.999999931,2.172463506,BM236111,Mm.209385,LIM domain containing preferred translocation partner in lipoma,Lpp,,,,
1416221_at,0.999999979,2.172353473,BI452727,Mm.182434,follistatin-like 1,Fstl1,,,,
1416814_at,0.999999979,2.172169939,BG518542,Mm.274425,cytotoxic granule-associated RNA binding protein 1,Tia1,,,,
1419191_at,0.999999976,2.171894783,NM_010434,Mm.257925,homeodomain interacting protein kinase 3,Hipk3,,,,
1455105_at,0.999999938,2.171015726,AV117227,Mm.319117,"protein tyrosine phosphatase, non-receptor type 12",Ptpn12,,,,
1454795_at,0.999999966,2.17097764,AV080881,Mm.34159,Cobl-like 1,Cobll1,,,,
1430147_a_at,0.999999978,2.170579805,AK016109,Mm.218317,RIKEN cDNA 4930553M18 gene,4930553M18Rik,,,,
1450873_at,0.999999942,2.170544082,AI987834,Mm.41800,GTP binding protein 4,Gtpbp4,,,,
1434920_a_at,0.999999977,2.169330284,AW553781,Mm.238841,Ena-vasodilator stimulated phosphoprotein,Evl,,,,
1416796_at,0.999999974,2.16793701,NM_010879,Mm.233951,non-catalytic region of tyrosine kinase adaptor protein 2,Nck2,,,,
1425243_at,0.999999959,2.166073958,AY026050,Mm.136079,CD 207 antigen,Cd207,,,,
1457026_at,0.999999976,2.16587476,BB367422,Mm.33192,"lipase, member H",Liph,,,,
1417866_at,0.999999945,2.165271132,AK004593,Mm.10331,"tumor necrosis factor, alpha-induced protein 1 (endothelial)",Tnfaip1,,,,
1452059_at,0.999999931,2.163822415,BB752003,Mm.28654,"solute carrier family 35, member F5",Slc35f5,,,,
1429298_at,0.999999843,2.16290305,BE283964,Mm.234247,dimethylarginine dimethylaminohydrolase 1,Ddah1,,,,
1428637_at,0.999999919,2.162180853,AK007736,Mm.45565,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,Dyrk2,,,,
1440169_x_at,0.999999968,2.161101219,BB522265,Mm.6834,interferon (alpha and beta) receptor 2,Ifnar2,,,,
1460603_at,0.999999936,2.16078032,BB145092,Mm.196013,sterile alpha motif domain containing 9-like,Samd9l,,,,
1441444_at,0.99999997,2.160644073,BB022773,Mm.336604,"Adult male pituitary gland cDNA, RIKEN full-length enriched library, clone:5330412J20 product:unknown EST, full insert sequence",---,,,,
1423390_at,0.999999966,2.15976925,AV008871,Mm.324553,seven in absentia 1A,Siah1a,,,,
1457664_x_at,0.999999798,2.159583541,AV227574,Mm.283217,Complement component 2 (within H-2S),C2,,,,
1432494_a_at,0.999999957,2.159427545,AK006115,Mm.292345,RIKEN cDNA 1700019E19 gene,1700019E19Rik,,,,
1448416_at,0.999999955,2.15885108,NM_008597,Mm.243085,matrix Gla protein,Mgp,,,,
1419748_at,0.99999997,2.158647203,NM_011994,Mm.295456,"ATP-binding cassette, sub-family D (ALD), member 2",Abcd2,,,,
1418634_at,0.999999956,2.158446293,NM_008714,Mm.290610,Notch gene homolog 1 (Drosophila),Notch1,,,,
1433985_at,0.99999997,2.158243212,AV263684,Mm.212066,abl-interactor 2,Abi2,,,,
1435881_at,0.99999994,2.157317043,AW556977,Mm.236513,poly(rC) binding protein 2,Pcbp2,,,,
1418377_a_at,0.999999944,2.155520073,NM_013929,Mm.289812,Cd27 binding protein (Hindu God of destruction),MGI:1353606,,,,
1458442_at,0.999999966,2.153337207,AI266897,---,expressed sequence AI132709,AI132709,,,,
1448383_at,0.999999912,2.152704778,NM_008608,Mm.280175,matrix metalloproteinase 14 (membrane-inserted),Mmp14,,,,
1434600_at,0.999999938,2.149400984,BB758095,Mm.104744,tight junction protein 2,Tjp2,,,,
1438431_at,0.999999963,2.148912327,BB197269,Mm.295456,"ATP-binding cassette, sub-family D (ALD), member 2",Abcd2,,,,
1437045_at,0.999999958,2.148711187,AV345871,Mm.21495,mitogen activated protein kinase 8,Mapk8,,,,
1433938_at,0.999999956,2.148181452,BB814564,Mm.287450,transformation related protein 53 binding protein 2,Trp53bp2,,,,
1415906_at,0.999999191,2.147723884,NM_021278,Mm.142729,"thymosin, beta 4, X chromosome",Tmsb4x,,,,
1452954_at,0.999999958,2.147477942,AV162459,Mm.89830,ubiquitin-conjugating enzyme E2C,Ube2c,,,,
1422704_at,0.999999634,2.146929084,BF683028,Mm.246682,glycerol kinase,Gyk,,,,
1420091_s_at,0.999999953,2.146529584,AI452146,Mm.287329,microrchidia 3,Morc3,,,,
1454965_at,0.99999996,2.146465659,BE980088,Mm.330351,RIKEN cDNA D430039N05 gene,D430039N05Rik,,,,
1454060_a_at,0.999999946,2.145507909,AK010412,Mm.256975,neuroblastoma ras oncogene,Nras,,,,
1417420_at,0.999999844,2.144953112,NM_007631,Mm.273049,cyclin D1,Ccnd1,,,,
1434285_at,0.999999949,2.143871811,BB701578,Mm.37932,FERM domain containing 4A,Frmd4a,,,,
1454899_at,0.999999874,2.143767295,BB089138,Mm.209385,LIM domain containing preferred translocation partner in lipoma,Lpp,,,,
1417904_at,0.999999952,2.143120984,AF241240,Mm.2805,"DNA cross-link repair 1A, PSO2 homolog (S. cerevisiae)",Dclre1a,,,,
1448570_at,0.999999829,2.141924504,BG228815,Mm.87312,"glia maturation factor, beta",Gmfb,,,,
1449360_at,0.999999953,2.141474798,NM_007781,Mm.1940,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)",Csf2rb2,,,,
1438458_a_at,0.999999938,2.140916841,BF224766,Mm.257276,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),Sfpq,,,,
1435394_s_at,0.999999889,2.140864652,AI503490,Mm.262,"ras homolog gene family, member C",Rhoc,,,,
1455308_at,0.999999914,2.14046787,BG074632,Mm.38087,transmembrane protein 16F,Tmem16f,,,,
1419595_a_at,0.999999908,2.139695468,NM_010281,Mm.20461,gamma-glutamyl hydrolase,Ggh,,,,
1426716_at,0.999999888,2.139497641,BC025099,Mm.275413,tudor domain containing 7,Tdrd7,,,,
1424376_at,0.999999876,2.139190729,BC016250,Mm.307488,CDC42 effector protein (Rho GTPase binding) 1,Cdc42ep1,,,,
1416735_at,0.999999752,2.13854881,NM_019734,Mm.22547,N-acylsphingosine amidohydrolase 1,Asah1,,,,
1448948_at,0.99999989,2.135715959,NM_009057,Mm.17958,recombination activating gene 1 gene activation,Rga,,,,
1434831_a_at,0.999999843,2.134896616,BB364488,Mm.338613,forkhead box O3a,Foxo3a,,,,
1434856_at,0.999999945,2.134473681,AV256780,Mm.371726,RIKEN cDNA E130014H08 gene,E130014H08Rik,,,,
1450706_a_at,0.999999808,2.13413774,NM_019718,Mm.22085,ADP-ribosylation factor-like 3,Arl3,,,,
1434864_at,0.999999946,2.133733145,BB326329,Mm.81122,non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human),Nipa1,,,,
1416600_a_at,0.999999893,2.133412545,AF282255,Mm.265744,Down syndrome critical region homolog 1 (human),Dscr1,,,,
1415995_at,0.999999821,2.133059442,NM_009811,Mm.281379,caspase 6,Casp6,,,,
1448061_at,0.999999857,2.132187771,AA183642,Mm.239291,Macrophage scavenger receptor 1,Msr1,,,,
1450839_at,0.999999819,2.131833679,D45203,Mm.128733,"DNA segment, human D4S114",D0H4S114,,,,
1426877_a_at,0.999999905,2.131128131,AK020971,Mm.27913,RIKEN cDNA 2610016F04 gene,2610016F04Rik,,,,
1418891_a_at,0.99999993,2.130864745,BB349707,Mm.260157,"RAB3D, member RAS oncogene family",Rab3d,,,,
